pool,k,n_dominating,val_auroc,sd,val_ms,min_share,beta_mode,share__alignscore,share__factcc,share__factcg,share__factkb,share__granite_guardian_3_1_2b,share__granite_guardian_3_2_3b_a800m,share__granite_guardian_3_2_8b_factuality,share__granite_guardian_4_1_3b_factuality_lora,share__hhem,share__lettuce_v2,share__minicheck_dbta,share__minicheck_ft5,share__qwen30_fast,share__qwen30_judge,share__wecheck,rank_by_auroc,eligible,rank_among_eligible
alignscore+granite_guardian_4_1_3b_factuality_lora+lettuce_v2,3,0,0.777532852831355,0.011790857276653358,540.6398773094573,0.028209558425840192,0.0,0.7467790914839815,,,,,,,0.028209558425840192,,0.22501135009017842,,,,,,1,False,
alignscore+granite_guardian_3_2_3b_a800m+lettuce_v2,3,0,0.7759714725569754,0.01067104086669173,508.7788978227644,0.026470966382226235,0.0,0.7358474766710464,,,,,0.026470966382226235,,,,0.2376815569467273,,,,,,2,False,
alignscore+factkb+lettuce_v2,3,0,0.7746216225661463,0.00899692234635743,563.1119292529919,0.012854490981595124,0.0,0.7632594333225942,,,0.012854490981595124,,,,,,0.22388607569581062,,,,,,3,False,
alignscore+granite_guardian_3_1_2b+lettuce_v2,3,0,0.7742167576307657,0.010591345496534642,581.5178246029549,0.017780625216329813,0.0,0.753407549842602,,,,0.017780625216329813,,,,,0.22881182494106816,,,,,,4,False,
alignscore+hhem+lettuce_v2,3,0,0.7741629782762187,0.011633172578457125,601.1992841134286,0.002267017810861309,0.0,0.7736714675122749,,,,,,,,0.002267017810861309,0.2240615146768638,,,,,,5,False,
alignscore+factcc+lettuce_v2,3,0,0.7741474125488678,0.009567946011370862,579.6972277161374,0.00680604823873536,0.0,0.7679935631292316,0.00680604823873536,,,,,,,,0.22520038863203307,,,,,,6,False,
alignscore+lettuce_v2+minicheck_ft5,3,0,0.7729032117413739,0.011025339749847289,607.2767509045618,0.00019011406844106463,0.0,0.7734691831324666,,,,,,,,,0.2263407027990923,,0.00019011406844106463,,,,7,False,
alignscore+factcg+wecheck,3,0,0.7726389946016698,0.01469209545912629,390.76064487003947,0.08134728587462806,0.1,0.08134728587462806,,0.5395110889462584,,,,,,,,,,,,0.37914162517911343,8,True,1.0
alignscore+factcg+granite_guardian_3_1_2b,3,0,0.7725985182109013,0.015017568008033643,379.7113879684595,0.12765982298278644,0.1,0.12765982298278644,,0.6748165925188851,,0.19752358449832838,,,,,,,,,,,9,True,2.0
factcg+granite_guardian_3_2_3b_a800m+wecheck,3,0,0.7719958818623983,0.013404763739394013,354.57363685007783,0.04026900675910833,0.0,,,0.6412403484904903,,,0.04026900675910833,,,,,,,,,0.3184906447504014,10,False,
factcg+granite_guardian_4_1_3b_factuality_lora+wecheck,3,0,0.7714286155720009,0.014246577224338242,378.0439206308946,0.01099245116154661,0.1,,,0.6175784085825975,,,,,0.01099245116154661,,,,,,,0.37142914025585594,11,False,
alignscore+factcg+qwen30_judge,3,0,0.7711307005095138,0.012957726847139977,442.9049328707655,0.07031548029312784,0.1,0.11565736774299029,,0.814027151963882,,,,,,,,,,,0.07031548029312784,,12,True,3.0
alignscore+lettuce_v2+minicheck_dbta,3,0,0.7710816625089504,0.010966855512798851,610.1213459084548,0.0011320795018850192,0.0,0.7783966912623985,,,,,,,,,0.22047122923571655,0.0011320795018850192,,,,,13,False,
alignscore+factcg+factkb,3,0,0.7709714250594202,0.016256894925556636,370.3454116149873,0.12602172259606942,0.1,0.18611228975169175,,0.6878659876522388,0.12602172259606942,,,,,,,,,,,,14,True,4.0
factcg+minicheck_dbta+wecheck,3,0,0.7708762709482644,0.014948453103738475,389.8965130046594,0.0,0.1,,,0.6193079416321383,,,,,,,,0.0,,,,0.38069205836786174,15,False,
factcg+minicheck_ft5+wecheck,3,0,0.7703505340511116,0.016402388965487343,395.08368285293676,0.0003780718336483932,0.0,,,0.6977257992018158,,,,,,,,,0.0003780718336483932,,,0.3018961289645358,16,False,
factcc+factcg+wecheck,3,0,0.7702390022813318,0.014753558863805348,396.63474933016806,0.03672387584149463,0.0,,0.03672387584149463,0.7562724441520805,,,,,,,,,,,,0.20700368000642486,17,False,
alignscore+lettuce_v2+qwen30_fast,3,0,0.77012074588575,0.0086456409318942,450.8452997434395,0.22799345925842213,0.0,0.4558537209087099,,,,,,,,,0.22799345925842213,,,0.3161528198328679,,,18,True,5.0
alignscore+factcg+granite_guardian_4_1_3b_factuality_lora,3,0,0.7699310231984089,0.020381775524758273,405.66041365744576,0.01193050140708258,0.1,0.1271826326271554,,0.860886865965762,,,,,0.01193050140708258,,,,,,,,19,False,
factcg+granite_guardian_3_1_2b+wecheck,3,0,0.7698153373285805,0.012987313297593426,384.9211648023671,0.15040821553944922,0.0,,,0.6765247278192532,,0.17306705664129746,,,,,,,,,,0.15040821553944922,20,True,6.0
alignscore+lettuce_v2+qwen30_judge,3,0,0.7698046430941711,0.011711296580156762,582.3505657144257,0.17108170379980014,0.0,0.42558671650738755,,,,,,,,,0.17108170379980014,,,,0.40333157969281236,,21,True,7.0
factcg+granite_guardian_3_2_8b_factuality+wecheck,3,0,0.769502899060166,0.014758386142608488,449.16738613876413,0.05005712839683737,0.0,,,0.6999473996765955,,,,0.05005712839683737,,,,,,,,0.2499954719265672,22,True,8.0
alignscore+factcg+granite_guardian_3_2_8b_factuality,3,0,0.7690083171539916,0.01817876148232064,425.60230817224993,0.0,0.2,0.11725098879635869,,0.8827490112036414,,,,0.0,,,,,,,,,23,False,
alignscore+granite_guardian_3_2_8b_factuality+minicheck_dbta,3,0,0.7682713136389192,0.007854450963325274,719.0107407719964,0.005670060265629756,0.1,0.8595576691276607,,,,,,0.005670060265629756,,,,0.13477227060670954,,,,,24,False,
alignscore+factcg+granite_guardian_3_2_3b_a800m,3,0,0.7682660067805205,0.01955519956011595,356.8482546561062,0.0833487050991688,0.1,0.11202983435449447,,0.8046214605463368,,,0.0833487050991688,,,,,,,,,,25,True,9.0
factcg+granite_guardian_3_1_2b+qwen30_judge,3,0,0.7680595219198253,0.015313748658355483,391.6819854934818,0.10598419516209268,0.1,,,0.5581928720124119,,0.3358229328254955,,,,,,,,,0.10598419516209268,,26,True,10.0
factcg+hhem+wecheck,3,0,0.7677307709802459,0.015650699451206403,405.0106240799032,0.011487758945386065,0.0,,,0.7539840069047234,,,,,,0.011487758945386065,,,,,,0.2345282341498905,27,False,
alignscore+factcg+minicheck_ft5,3,0,0.7675856141223757,0.01939356163651067,421.97193538332806,0.003218285252751972,0.1,0.11938122390104629,,0.8774004908462019,,,,,,,,,0.003218285252751972,,,,28,False,
factcg+granite_guardian_3_2_8b_factuality+qwen30_judge,3,0,0.7668029409586389,0.01703165383147546,505.74601705251206,0.05068861875404197,0.0,,,0.8012192504573754,,,,0.05068861875404197,,,,,,,0.14809213078858258,,29,True,11.0
factcg+granite_guardian_3_1_2b+granite_guardian_4_1_3b_factuality_lora,3,0,0.7665989343275245,0.015732509372473037,373.8640463574013,0.016674315586613385,0.0,,,0.7747109311959344,,0.2086147532174522,,,0.016674315586613385,,,,,,,,30,False,
factcg+qwen30_fast+wecheck,3,0,0.7664966013818288,0.014526020475664677,370.9960088655727,0.18626229762306248,0.0,,,0.5434435868043462,,,,,,,,,,0.18626229762306248,,0.27029411557259125,31,True,12.0
alignscore+factcg+hhem,3,0,0.7664597431933827,0.018161786355574066,425.5397518238466,0.039209455590171124,0.1,0.13650279729062093,,0.8242877471192079,,,,,,0.039209455590171124,,,,,,,32,False,
factcg+granite_guardian_3_2_3b_a800m+qwen30_judge,3,0,0.7664376107021686,0.021084657002848676,421.1657742452937,0.04674362867931675,0.1,,,0.8073892659382527,,,0.04674362867931675,,,,,,,,0.14586710538243058,,33,False,
alignscore+factkb+minicheck_dbta,3,0,0.7660741824722608,0.0055404343954177605,699.2973341882638,0.011340067647941392,0.0,0.946689639012334,,,0.011340067647941392,,,,,,,0.04197029333972456,,,,,34,False,
alignscore+factcc+minicheck_dbta,3,0,0.7659831635354872,0.005541579912235184,715.2623189733299,0.005863010057846732,0.0,0.9536901262009488,0.005863010057846732,,,,,,,,,0.040446863741204354,,,,,35,False,
alignscore+lettuce_v2+wecheck,3,0,0.765903346664242,0.01197029532720584,548.6403332814655,0.13931916622672755,0.0,0.6649889726496049,,,,,,,,,0.1956918611236675,,,,,0.13931916622672755,36,True,13.0
factcg+granite_guardian_3_1_2b+minicheck_dbta,3,0,0.7657353848955208,0.013561272922432413,394.78080985978494,0.009457904003153085,0.0,,,0.7755236365886921,,0.21501845940815478,,,,,,0.009457904003153085,,,,,37,False,
factcg+granite_guardian_3_1_2b+minicheck_ft5,3,0,0.7657246586009194,0.013885171481626688,374.8076950659057,0.002650089854833329,0.0,,,0.6856679929624854,,0.3116819171826814,,,,,,,0.002650089854833329,,,,38,False,
factcg+qwen30_judge+wecheck,3,0,0.7654026501315194,0.01580228227862027,433.52689703079477,0.20211882433765044,0.0,,,0.5119458347593737,,,,,,,,,,,0.20211882433765044,0.28593534090297584,39,True,14.0
factcg+minicheck_dbta+qwen30_judge,3,0,0.7653763818347618,0.017911750467922174,467.0070273696398,0.0035916878238319307,0.0,,,0.864812886154201,,,,,,,,0.0035916878238319307,,,0.1315954260219669,,40,False,
alignscore+factcc+factcg,3,0,0.7653579383338199,0.016518705944265237,418.94014145152835,0.032420302125497145,0.1,0.1484293117889304,0.032420302125497145,0.8191503860855726,,,,,,,,,,,,,41,False,
factcg+granite_guardian_3_1_2b+granite_guardian_3_2_8b_factuality,3,0,0.7653548557909321,0.01873999993369112,369.9918993608135,0.0,0.1,,,0.6521123858867781,,0.34788761411322194,,0.0,,,,,,,,,42,False,
factcg+factkb+wecheck,3,0,0.7653031655648147,0.018778021679049135,412.9143890403723,0.002846660558004632,0.0,,,0.820917613526418,0.002846660558004632,,,,,,,,,,,0.1762357259155774,43,False,
alignscore+granite_guardian_3_2_3b_a800m+minicheck_dbta,3,0,0.7651963702955465,0.005948231083275873,631.411916071844,0.03421328289850796,0.0,0.9251221738642021,,,,,0.040664543237289796,,,,,0.03421328289850796,,,,,44,False,
factcg+granite_guardian_3_2_8b_factuality+hhem,3,0,0.7650666719327649,0.018961382894232236,490.17059801361074,0.03671992444383497,0.1,,,0.8800058485351341,,,,0.08327422702103086,,0.03671992444383497,,,,,,,45,False,
alignscore+factcg+minicheck_dbta,3,0,0.7648417408759762,0.018026289561057108,421.132775431715,0.0070051063470069645,0.2,0.10595567593529945,,0.8870392177176936,,,,,,,,0.0070051063470069645,,,,,46,False,
alignscore+factkb+granite_guardian_3_2_3b_a800m,3,0,0.764622162159079,0.00746279048965207,625.1612003984349,0.013422687692028975,0.0,0.9580355069577788,,,0.013422687692028975,,0.028541805350192163,,,,,,,,,,47,False,
factcg+granite_guardian_3_1_2b+hhem,3,0,0.7645025495721918,0.017649285635061344,386.3684819269864,0.030211795365333426,0.0,,,0.7487451808377605,,0.2210430237969061,,,,0.030211795365333426,,,,,,,48,False,
alignscore+factcg+qwen30_fast,3,0,0.764487186296416,0.01344727883840127,408.7579261005253,0.19275683265794982,0.0,0.19275683265794982,,0.5291569505702679,,,,,,,,,,0.27808621677178225,,,49,True,15.0
factcg+granite_guardian_3_1_2b+granite_guardian_3_2_3b_a800m,3,0,0.7644554750151509,0.017643742479012438,364.1399898796996,0.028920307027433218,0.0,,,0.7449483553853126,,0.22613133758725415,0.028920307027433218,,,,,,,,,,50,False,
alignscore+hhem+minicheck_dbta,3,0,0.764445959157867,0.005854106650087849,729.301556962605,0.002269159214093665,0.0,0.9601134428392968,,,,,,,,0.002269159214093665,,0.03761739794660971,,,,,51,False,
alignscore+factcg+lettuce_v2,3,0,0.7642890102398541,0.01840791485632107,439.13230909284937,0.09942836802631047,0.0,0.28471439254151276,,0.6158572394321767,,,,,,,0.09942836802631047,,,,,,52,True,16.0
factcg+qwen30_fast+qwen30_judge,3,0,0.7641813473912882,0.011192545042978029,501.6611783220748,0.1791368959107129,0.0,,,0.535667899416881,,,,,,,,,,0.1791368959107129,0.28519520467240606,,53,True,17.0
factcc+factcg+granite_guardian_4_1_3b_factuality_lora,3,0,0.7638764694749376,0.012236225258455623,362.67335031184103,0.014408389360743743,0.0,,0.1126572793433446,0.8729343312959117,,,,,0.014408389360743743,,,,,,,,54,False,
alignscore+factcc+granite_guardian_4_1_3b_factuality_lora,3,0,0.7638723015165896,0.007029378823977855,652.7247943544619,0.0015115753349068527,0.0,0.9496763967896534,0.0015115753349068527,,,,,,0.048812027875439666,,,,,,,,55,False,
factcg+granite_guardian_3_2_3b_a800m+granite_guardian_3_2_8b_factuality,3,0,0.7636785027908124,0.017338873368783984,374.0896211275592,0.03361777720817803,0.2,,,0.8855126579643324,,,0.08086956482748953,0.03361777720817803,,,,,,,,,56,False,
alignscore+factcc+factkb,3,0,0.763633096408135,0.007957144711697426,694.9169364072665,0.0020801232972694683,0.0,0.9831771625519536,0.0020801232972694683,,0.014742714150776931,,,,,,,,,,,,57,False,
alignscore+granite_guardian_4_1_3b_factuality_lora+minicheck_dbta,3,0,0.7636109700336443,0.004799139765379332,662.3925384862293,0.035916765078189875,0.0,0.9230131153357484,,,,,,,0.04107011958606183,,,0.035916765078189875,,,,,58,False,
alignscore+factcc+hhem,3,0,0.7635932915080377,0.00763422777919518,706.3923848717208,0.0013225448222548512,0.0,0.9882797137110056,0.010397741466739486,,,,,,,0.0013225448222548512,,,,,,,59,False,
alignscore+factcc+granite_guardian_3_2_3b_a800m,3,0,0.7634365875489235,0.006589342800678129,630.7459022103932,0.010398448062254009,0.0,0.9565221224799101,0.010398448062254009,,,,0.03307942945783594,,,,,,,,,,60,False,
factcg+granite_guardian_4_1_3b_factuality_lora+qwen30_judge,3,0,0.7633642700522412,0.02068667992980601,460.15971786850116,0.008717924272683966,0.0,,,0.839387057859556,,,,,0.008717924272683966,,,,,,0.15189501786775994,,61,False,
alignscore+factcc+wecheck,3,0,0.7633538858701582,0.007081566089731431,648.3189732622925,0.002645801644196423,0.0,0.8037712459296591,0.002645801644196423,,,,,,,,,,,,,0.19358295242614448,62,False,
factcg+minicheck_ft5+qwen30_judge,3,0,0.7632174584255325,0.02356548349351188,463.04948036749954,0.006634573391362667,0.0,,,0.8388508682271091,,,,,,,,,0.006634573391362667,,0.15451455838152817,,63,False,
alignscore+granite_guardian_3_2_3b_a800m+granite_guardian_4_1_3b_factuality_lora,3,0,0.7632075891197474,0.007005968016039193,626.4743004949436,0.016072481803282065,0.0,0.9356463558603686,,,,,0.016072481803282065,,0.04828116233634931,,,,,,,,64,False,
factcg+granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora,3,0,0.7631723316058189,0.019716092749878015,440.0178021020458,0.017045591654462365,0.1,,,0.9334087265158224,,,,0.049545681829715076,0.017045591654462365,,,,,,,,65,False,
factcg+factkb+granite_guardian_3_2_8b_factuality,3,0,0.7630159788381448,0.016409504440962865,460.09362289917334,0.06799705066192845,0.1,,,0.8496739235178504,0.06799705066192845,,,0.0823290258202211,,,,,,,,,66,True,18.0
factcc+factcg+hhem,3,0,0.7629799920874613,0.01511754411499696,396.4112783124352,0.0434295009913363,0.0,,0.05668763505744058,0.8998828639512231,,,,,,0.0434295009913363,,,,,,,67,False,
factcg+lettuce_v2+wecheck,3,0,0.7629716366958801,0.01979313325137875,389.8659528182785,0.11570139956644569,0.0,,,0.7313627953685146,,,,,,,0.11570139956644569,,,,,0.15293580506503973,68,True,19.0
alignscore+factcc+minicheck_ft5,3,0,0.7629617985292914,0.007463840451707183,711.7277972335372,0.008881883325367922,0.0,0.9816669056038954,0.008881883325367922,,,,,,,,,,0.00945121107073676,,,,69,False,
factcc+lettuce_v2+qwen30_judge,3,0,0.7628369651469287,0.006014568809852342,251.9531663610932,0.14336125536211228,0.1,,0.14336125536211228,,,,,,,,0.5923717784437544,,,,0.2642669661941332,,70,True,20.0
alignscore+factkb+granite_guardian_4_1_3b_factuality_lora,3,0,0.7627274337146578,0.005836624329574439,642.6614734336723,0.007746216804188325,0.0,0.9419101208566802,,,0.007746216804188325,,,,0.05034366233913136,,,,,,,,71,False,
factcc+factcg+granite_guardian_3_2_3b_a800m,3,0,0.7626886951221415,0.017806826661375556,368.7521764682022,0.044987888828744334,0.0,,0.07119463882645018,0.8838174723448056,,,0.044987888828744334,,,,,,,,,,72,False,
alignscore+granite_guardian_3_2_3b_a800m+hhem,3,0,0.7626067466636427,0.0072329609126355054,644.1001970266223,0.004724490133748061,0.0,0.957266770006321,,,,,0.03800873985993091,,,0.004724490133748061,,,,,,,73,False,
factcc+factcg+granite_guardian_3_1_2b,3,0,0.7625834411848949,0.017924307073082377,386.8511712135049,0.020535856368397772,0.0,,0.020535856368397772,0.7565178621428837,,0.2229462814887185,,,,,,,,,,,74,False,
alignscore+granite_guardian_3_1_2b+granite_guardian_3_2_3b_a800m,3,0,0.7625418511757039,0.01039286608901756,612.8959261428972,0.026091827205305368,0.0,0.9066019501234461,,,,0.06730622267124842,0.026091827205305368,,,,,,,,,,75,False,
alignscore+granite_guardian_3_2_3b_a800m+wecheck,3,0,0.7624486191833046,0.01011996283311667,566.8070086578421,0.03933090494276944,0.0,0.7513325792308814,,,,,0.03933090494276944,,,,,,,,,0.20933651582634907,76,False,
alignscore+minicheck_dbta+minicheck_ft5,3,0,0.7624185953275935,0.006411794138439504,691.2173255488811,0.07067658402909142,0.0,0.822033567005442,,,,,,,,,,0.07067658402909142,0.10728984896546664,,,,77,True,21.0
alignscore+factkb+hhem,3,0,0.7622773396304957,0.007659494147747233,695.3194060657788,0.0017020406552766848,0.0,0.9786403005481729,,,0.01965765879655043,,,,,0.0017020406552766848,,,,,,,78,False,
alignscore+granite_guardian_3_1_2b+granite_guardian_4_1_3b_factuality_lora,3,0,0.7622449787757015,0.00810233035038221,632.2637186090226,0.038052693401229444,0.0,0.8969206287058515,,,,0.06502667789291898,,,0.038052693401229444,,,,,,,,79,False,
factcg+factkb+granite_guardian_3_1_2b,3,0,0.7620503159461854,0.018624212317886628,412.14908582705266,0.0036010086698256344,0.0,,,0.8854843885662038,0.0036010086698256344,0.1109146027639704,,,,,,,,,,,80,False,
alignscore+granite_guardian_3_2_3b_a800m+minicheck_ft5,3,0,0.7617537239736738,0.008478465817207674,644.5032749795001,0.014746429865911737,0.0,0.9489400723844927,,,,,0.03631349774959543,,,,,,0.014746429865911737,,,,81,False,
alignscore+granite_guardian_4_1_3b_factuality_lora+minicheck_ft5,3,0,0.7616390730581777,0.007922484210902846,668.5234242325498,0.005855170032090205,0.0,0.9526937607494499,,,,,,,0.04145106921845987,,,,0.005855170032090205,,,,82,False,
alignscore+granite_guardian_4_1_3b_factuality_lora+hhem,3,0,0.7616208206393467,0.006588071570518239,666.2447246613813,0.0005649717514124294,0.0,0.9542050403407766,,,,,,,0.04522998790781102,0.0005649717514124294,,,,,,,83,False,
factcg+lettuce_v2+qwen30_judge,3,0,0.7615777137948145,0.020901330960615565,502.83062752443203,0.09789251707284699,0.0,,,0.5291315687235706,,,,,,,0.09789251707284699,,,,0.37297591420358256,,84,True,22.0
factcg+granite_guardian_3_2_8b_factuality+minicheck_dbta,3,0,0.7615500439557464,0.01773288796168849,451.8069990608008,0.010596138992015912,0.0,,,0.9533421448751392,,,,0.0360617161328449,,,,0.010596138992015912,,,,,85,False,
alignscore+factkb+minicheck_ft5,3,0,0.761384399793292,0.007629048670635079,700.3856048544201,0.013610299609479732,0.0,0.9725810261849681,,,0.013610299609479732,,,,,,,,0.01380867420555217,,,,86,False,
alignscore+factcc+granite_guardian_3_1_2b,3,0,0.7613717994299055,0.008342541206132875,656.2659677893089,0.004913520646400061,0.0,0.91416278975097,0.004913520646400061,,,0.0809236896026299,,,,,,,,,,,87,False,
factcc+factcg+qwen30_judge,3,0,0.7612054405095663,0.01749000540886657,461.31811302032946,0.02384650427034647,0.1,,0.02384650427034647,0.8112149427801603,,,,,,,,,,,0.16493855294949325,,88,False,
factcc+factcg+minicheck_dbta,3,0,0.7611778483925288,0.016203516797310667,407.25141122144225,0.014008779198811305,0.0,,0.055561271857222906,0.9304299489439657,,,,,,,,0.014008779198811305,,,,,89,False,
factcc+factcg+granite_guardian_3_2_8b_factuality,3,0,0.7611605359271862,0.019390688463359493,454.67683767280266,0.056022797021530124,0.1,,0.05707844023295132,0.8868987627455185,,,,0.056022797021530124,,,,,,,,,90,True,23.0
alignscore+hhem+minicheck_ft5,3,0,0.7610757036548907,0.007691568423137105,737.6242764855275,0.0015130101426246833,0.0,0.9928240698927864,,,,,,,,0.0015130101426246833,,,0.00566291996458898,,,,91,False,
factcc+factcg+minicheck_ft5,3,0,0.7608626200063309,0.018417408742194795,391.64652475720493,0.01647703960044276,0.0,,0.0947604044575133,0.8887625559420439,,,,,,,,,0.01647703960044276,,,,92,False,
alignscore+granite_guardian_3_1_2b+hhem,3,0,0.7608080885139472,0.008859380727256205,673.7295676543579,0.0007561490714689816,0.0,0.9215380817392381,,,,0.07770576918929287,,,,0.0007561490714689816,,,,,,,93,False,
alignscore+granite_guardian_3_1_2b+minicheck_ft5,3,0,0.7607732254680365,0.006726369277803106,688.6936575231427,0.005483526499795869,0.0,0.9196175411965226,,,,0.07489893230368148,,,,,,,0.005483526499795869,,,,94,False,
alignscore+granite_guardian_4_1_3b_factuality_lora+wecheck,3,0,0.7607558988321198,0.007557893485284541,599.2128667159025,0.036913851871093396,0.0,0.7443189141417438,,,,,,,0.036913851871093396,,,,,,,0.21876723398716277,95,False,
granite_guardian_3_2_8b_factuality+lettuce_v2+qwen30_judge,3,0,0.760647579936971,0.014065407996852863,467.56511756048275,0.09950030001116819,0.1,,,,,,,0.09950030001116819,,,0.48692462800877506,,,,0.4135750719800567,,96,True,24.0
factcg+hhem+qwen30_judge,3,0,0.7606206509639405,0.015873762504849998,478.47361754834327,0.03066112352618345,0.0,,,0.7452464974188475,,,,,,0.03066112352618345,,,,,0.22409237905496898,,97,False,
alignscore+hhem+wecheck,3,0,0.7603785599063377,0.009710355088856381,643.9807570531035,0.0030238788820170113,0.0,0.7907117601254688,,,,,,,,0.0030238788820170113,,,,,,0.20626436099251416,98,False,
alignscore+granite_guardian_3_2_8b_factuality+lettuce_v2,3,0,0.7602909800465391,0.019541640458555776,655.3471859901501,0.12334854851405,0.0,0.6465228535326428,,,,,,0.12334854851405,,,0.23012859795330715,,,,,,99,True,25.0
factcg+granite_guardian_3_2_8b_factuality+minicheck_ft5,3,0,0.7602862345075267,0.019985588987263617,445.5147701031521,0.0035974270547032535,0.8,,,0.9680471854216673,,,,0.02835538752362949,,,,,0.0035974270547032535,,,,100,False,
factcg+granite_guardian_3_2_3b_a800m+minicheck_dbta,3,0,0.7602548542315489,0.023562869286563662,335.49812890226247,0.0015144436378273088,0.1,,,0.8807461552758129,,,0.11773940108635983,,,,,0.0015144436378273088,,,,,101,False,
alignscore+factkb+granite_guardian_3_1_2b,3,0,0.7598735261866004,0.007289095769014687,642.6191192960821,0.010393437043585993,0.0,0.9117081559310009,,,0.010393437043585993,0.07789840702541302,,,,,,,,,,,102,False,
factcg+granite_guardian_3_2_3b_a800m+granite_guardian_4_1_3b_factuality_lora,3,0,0.7598496491514679,0.023137034078502552,341.04919524795565,0.002463572301516027,0.1,,,0.8811331547826639,,,0.11640327291582013,,0.002463572301516027,,,,,,,,103,False,
factcg+factkb+granite_guardian_3_2_3b_a800m,3,0,0.7597058526957048,0.02201680336030355,399.6937980663411,0.0007590132827324478,0.0,,,0.9642388982426878,0.0007590132827324478,,0.03500208847457981,,,,,,,,,,104,False,
factcc+factcg+lettuce_v2,3,0,0.7594426773002227,0.0146985163212061,318.99010329686234,0.06792833011153475,0.0,,0.06792833011153475,0.5721769102418132,,,,,,,0.3598947596466521,,,,,,105,True,26.0
alignscore+minicheck_ft5+wecheck,3,0,0.7593684543532044,0.00868608071712339,647.7084012800077,0.003963366560301223,0.0,0.7892385669385501,,,,,,,,,,,0.003963366560301223,,,0.20679806650114876,106,False,
factcg+hhem+minicheck_ft5,3,0,0.7593666956234367,0.02232385407934108,415.7715082161159,0.01345100310267681,0.0,,,0.9472804883918723,,,,,,0.03926850850545089,,,0.01345100310267681,,,,107,False,
factcg+granite_guardian_3_1_2b+lettuce_v2,3,0,0.7593314262435573,0.019220422981403366,316.8721436881268,0.1874497103695672,0.0,,,0.47116968748345583,,0.1874497103695672,,,,,0.3413806021469769,,,,,,108,True,27.0
factcc+granite_guardian_3_1_2b+lettuce_v2,3,0,0.7593011239959708,0.003334551789323806,89.92130201361852,0.1364494862312429,0.1,,0.2138421481233061,,,0.1364494862312429,,,,,0.649708365645451,,,,,,109,True,28.0
factcg+granite_guardian_3_2_3b_a800m+minicheck_ft5,3,0,0.7591984372576336,0.022477052790583922,327.5358138826082,0.0018979062295600424,0.1,,,0.879224879355496,,,0.11887721441494396,,,,,,0.0018979062295600424,,,,110,False,
factcg+granite_guardian_3_2_8b_factuality+qwen30_fast,3,0,0.7591657799145396,0.020329481154778145,469.28948303955804,0.08741864342490305,0.1,,,0.6050578394488675,,,,0.08741864342490305,,,,,,0.3075235171262294,,,111,True,29.0
factcg+granite_guardian_3_2_3b_a800m+hhem,3,0,0.7591517450293592,0.02267815772319998,381.8638560599955,0.04724883368183734,0.0,,,0.8954324958402946,,,0.04724883368183734,,,0.05731867047786797,,,,,,,112,False,
factcg+factkb+qwen30_judge,3,0,0.7591428411627363,0.01738081215777585,439.53454502008674,0.10395943025785068,0.0,,,0.6320014227878525,0.10395943025785068,,,,,,,,,,0.26403914695429676,,113,True,30.0
alignscore+granite_guardian_3_1_2b+minicheck_dbta,3,0,0.7591008982612449,0.007374598403010974,682.8880744620473,0.024390510824686372,0.0,0.9107442167673968,,,,0.06486527240791687,,,,,,0.024390510824686372,,,,,114,False,
factcg+factkb+minicheck_ft5,3,0,0.7590359350227762,0.022257554856581898,421.40673852197204,0.003978723847373066,0.0,,,0.9769009221589766,0.003978723847373066,,,,,,,,0.019120353993650255,,,,115,False,
factcg+granite_guardian_4_1_3b_factuality_lora+minicheck_ft5,3,0,0.7590244353794968,0.022601696857637903,394.92999921063176,0.016652855541770477,0.0,,,0.9651608860722639,,,,,0.01818625838596559,,,,0.016652855541770477,,,,116,False,
factcg+granite_guardian_3_2_8b_factuality+lettuce_v2,3,0,0.7589499246464351,0.019564843580608064,488.4827448591506,0.12881459336697543,0.0,,,0.6830319807887183,,,,0.12881459336697543,,,0.18815342584430622,,,,,,117,True,31.0
alignscore+granite_guardian_3_1_2b+wecheck,3,0,0.7587929797558296,0.007495875174125695,614.9403117001693,0.0421804406744933,0.0,0.7606394541256618,,,,0.0421804406744933,,,,,,,,,,0.1971801051998449,118,False,
factcg+granite_guardian_4_1_3b_factuality_lora+hhem,3,0,0.7585691089143232,0.020262165614275584,397.06820556137177,0.016103616725189226,0.0,,,0.9399029886836789,,,,,0.016103616725189226,0.043993394591131864,,,,,,,119,False,
alignscore+qwen30_judge+wecheck,3,0,0.7584030701061233,0.00684314229612038,646.0500042108984,0.07777183187327931,0.0,0.4365698453563138,,,,,,,,,,,,,0.48565832277040677,0.07777183187327931,120,True,32.0
alignscore+minicheck_dbta+wecheck,3,0,0.7582865974773085,0.007147845399255077,654.1519174397702,0.0034026722111813097,0.0,0.7888140379459861,,,,,,,,,,0.0034026722111813097,,,,0.2077832898428325,121,False,
factcg+granite_guardian_3_1_2b+qwen30_fast,3,0,0.7582577270649825,0.0215753249582301,378.02758034823796,0.15957698494389608,0.0,,,0.5970328433774099,,0.15957698494389608,,,,,,,,0.2433901716786941,,,122,True,33.0
factcg+hhem+minicheck_dbta,3,0,0.7580739052946585,0.020550412832111307,415.092299020843,0.0064336818984099126,0.0,,,0.95052484335203,,,,,,0.043041474749559994,,0.0064336818984099126,,,,,123,False,
