protocol,seed,rotation,system,n,verifier,features,heads,routing,platt,isotonic
A,17,9,fixed::granite_guardian_3_1_2b,804,168.08422674910446,0.0,0.0,0.0,8.330471924881437e-05,4.163183490815225e-05
A,17,9,fixed::granite_guardian_3_2_3b_a800m,804,232.40579665789528,0.0,0.0,0.0,8.326491867470096e-05,4.1651744244907474e-05
A,17,9,fixed::granite_guardian_3_2_8b_factuality,804,997.0655574452303,0.0,0.0,0.0,8.90161830813749e-05,3.2079588524552424e-05
A,17,9,fixed::granite_guardian_4_1_3b_factuality_lora,804,437.774749405118,0.0,0.0,0.0,8.370274308934549e-05,3.8427861542927464e-05
A,17,9,fixed::qwen30_fast,804,259.8767386527054,0.0,0.0,0.0,8.511444176107053e-05,3.5223870078305626e-05
A,17,9,fixed::qwen30_judge,804,621.2139935714505,0.0,0.0,0.0,8.378234423757229e-05,2.961193483012418e-05
A,29,0,OURS,914,69.49313335826048,36.190598929520995,0.39065090044443873,0.0001597571186976063,0.00016381839265806409,4.407878610034447e-05
A,29,0,OURS_legacy_hp,914,75.2360128735944,36.190598929520995,0.4290167702377481,0.0001630995694407276,0.00016665316624485396,3.3540476961326284e-05
A,29,0,fixed::factcc,914,46.073475799846044,0.0,0.0,0.0,7.726915735502766e-05,3.201860773501433e-05
A,29,0,fixed::factkb,914,47.47680466748464,0.0,0.0,0.0,7.665644848670329e-05,3.019692766005316e-05
A,29,0,fixed::hhem,914,160.13118687556565,0.0,0.0,0.0,7.797046732646567e-05,3.065208099982182e-05
A,29,0,fixed::wecheck,914,375.58602981242103,0.0,0.0,0.0,7.632493866297785e-05,3.697154472869387e-05
A,29,0,fixed::factcg,914,571.294132502025,0.0,0.0,0.0,7.748031933716532e-05,3.5098471237587006e-05
A,29,0,fixed::minicheck_dbta,914,521.9651414515146,0.0,0.0,0.0,7.543217707160428e-05,3.529102141567439e-05
A,29,0,fixed::minicheck_ft5,914,512.2314219211655,0.0,0.0,0.0,7.735777437927393e-05,3.705907911592096e-05
A,29,0,fixed::alignscore,914,746.6266163029627,0.0,0.0,0.0,8.329212183083858e-05,4.0141123813664624e-05
A,29,0,fixed::lettuce_v2,914,84.40695003942251,0.0,0.0,0.0,7.662255239532344e-05,2.629322514928372e-05
A,29,0,fixed::granite_guardian_3_1_2b,914,181.78721994550847,0.0,0.0,0.0,7.501203430249993e-05,3.807440158631856e-05
A,29,0,fixed::granite_guardian_3_2_3b_a800m,914,248.5923512241229,0.0,0.0,0.0,7.523961097238426e-05,3.50295486544102e-05
A,29,0,fixed::granite_guardian_3_2_8b_factuality,914,1021.296406574639,0.0,0.0,0.0,7.725164410912919e-05,2.7256023803118542e-05
A,29,0,fixed::granite_guardian_4_1_3b_factuality_lora,914,457.4575025125096,0.0,0.0,0.0,7.59212265027528e-05,3.4643333818950984e-05
A,29,0,fixed::qwen30_fast,914,278.4053830249239,0.0,0.0,0.0,7.64999915162994e-05,3.098577201871825e-05
A,29,0,fixed::qwen30_judge,914,658.3487423456781,0.0,0.0,0.0,8.0123625382887e-05,2.6328219798815395e-05
A,29,1,OURS,892,85.46625417772698,32.16935594698569,0.4302058744301963,0.0001647735384946497,0.00016339237902484701,3.1228703728588843e-05
A,29,1,OURS_legacy_hp,892,85.26122318991202,32.16935594698569,0.48616430941434585,0.00016209977089569406,0.00016692601472678107,3.130156118756853e-05
A,29,1,fixed::factcc,892,46.92956204610306,0.0,0.0,0.0,8.12567200411462e-05,2.7336311112095356e-05
A,29,1,fixed::factkb,892,47.16494328018973,0.0,0.0,0.0,7.933632401757845e-05,3.2143500417412464e-05
A,29,1,fixed::hhem,892,147.98535993661406,0.0,0.0,0.0,7.58934909615649e-05,2.712108306544979e-05
A,29,1,fixed::wecheck,892,532.9271450800538,0.0,0.0,0.0,7.754373035264189e-05,4.148878279296606e-05
A,29,1,fixed::factcg,892,484.3576665487229,0.0,0.0,0.0,7.630605080933414e-05,3.711322417499439e-05
A,29,1,fixed::minicheck_dbta,892,525.8587790982845,0.0,0.0,0.0,7.673653953023789e-05,3.6449562220504266e-05
A,29,1,fixed::minicheck_ft5,892,453.32103064694184,0.0,0.0,0.0,7.887108688923476e-05,3.852914836604332e-05
A,29,1,fixed::alignscore,892,708.9611252530602,0.0,0.0,0.0,8.407285822776768e-05,4.125671889820875e-05
A,29,1,fixed::lettuce_v2,892,77.96545821507493,0.0,0.0,0.0,7.861996846870757e-05,2.7318398552767163e-05
A,29,1,fixed::granite_guardian_3_1_2b,892,175.78003110890427,0.0,0.0,0.0,7.888901576236926e-05,3.971411800116401e-05
A,29,1,fixed::granite_guardian_3_2_3b_a800m,892,245.29911227659488,0.0,0.0,0.0,7.53195060003599e-05,3.571413583205721e-05
A,29,1,fixed::granite_guardian_3_2_8b_factuality,892,994.4429737256032,0.0,0.0,0.0,7.743610817241595e-05,2.8251124114725287e-05
A,29,1,fixed::granite_guardian_4_1_3b_factuality_lora,892,447.8306568713142,0.0,0.0,0.0,7.802802200675545e-05,3.3309415526763276e-05
A,29,1,fixed::qwen30_fast,892,275.5796486460797,0.0,0.0,0.0,7.878026792950794e-05,4.0089694450028876e-05
A,29,1,fixed::qwen30_judge,892,632.0531239944918,0.0,0.0,0.0,7.833183402166338e-05,2.7210760058734916e-05
A,29,2,OURS,894,55.31519780290194,23.254241866586465,0.47381830536038977,0.00016878857626319264,0.00016823378042578365,3.314542144503636e-05
A,29,2,OURS_legacy_hp,894,55.97724821396387,23.254241866586465,0.46138913312135676,0.00016512080997862006,0.00017097203091716174,3.264429189902324e-05
A,29,2,fixed::factcc,894,31.80500424993891,0.0,0.0,0.0,7.905145641937185e-05,3.3593959002120115e-05
A,29,2,fixed::factkb,894,31.792038909648703,0.0,0.0,0.0,7.860514885377165e-05,3.314540516772626e-05
A,29,2,fixed::hhem,894,98.98382499002122,0.0,0.0,0.0,7.842505669483803e-05,3.17673355401379e-05
A,29,2,fixed::wecheck,894,239.29991568944607,0.0,0.0,0.0,7.507941837712155e-05,3.552684074442759e-05
A,29,2,fixed::factcg,894,267.03182582021276,0.0,0.0,0.0,7.715435220466164e-05,4.084117088666898e-05
A,29,2,fixed::minicheck_dbta,894,321.246993906772,0.0,0.0,0.0,7.738814320961134e-05,3.541833619530869e-05
