system,coverage,selective_error
fixed::minicheck_ft5,0.54,0.28935317687464224
fixed::minicheck_ft5,0.56,0.2839403973509934
fixed::minicheck_ft5,0.5800000000000001,0.28050079914757586
fixed::minicheck_ft5,0.6,0.27749742533470645
fixed::minicheck_ft5,0.62,0.2795613160518445
fixed::minicheck_ft5,0.64,0.28392081120231777
fixed::minicheck_ft5,0.66,0.2842228464419476
fixed::minicheck_ft5,0.68,0.2828636363636363
fixed::minicheck_ft5,0.7000000000000001,0.28459161147902867
fixed::minicheck_ft5,0.7200000000000001,0.2872532188841201
fixed::minicheck_ft5,0.74,0.28985386221294374
fixed::minicheck_ft5,0.76,0.2938592923952827
fixed::minicheck_ft5,0.78,0.29710776545166395
fixed::minicheck_ft5,0.8,0.2965623792970259
fixed::minicheck_ft5,0.8200000000000001,0.29404672192916353
fixed::minicheck_ft5,0.8400000000000001,0.293046357615894
fixed::minicheck_ft5,0.86,0.29381961911606186
fixed::minicheck_ft5,0.88,0.293995786516854
fixed::minicheck_ft5,0.9,0.2976304945054945
fixed::minicheck_ft5,0.92,0.30003359086328524
fixed::minicheck_ft5,0.9400000000000001,0.29944115713346486
fixed::minicheck_ft5,0.9600000000000001,0.30177019633086577
fixed::minicheck_ft5,0.98,0.3067486597287922
fixed::minicheck_ft5,1.0,0.3115265760197775
fixed::alignscore,0.02,0.0
fixed::alignscore,0.04,0.0007751937984496138
fixed::alignscore,0.06,0.001546391752577314
fixed::alignscore,0.08,0.006949806949806936
fixed::alignscore,0.1,0.005555555555555569
fixed::alignscore,0.12000000000000001,0.007216494845360799
fixed::alignscore,0.13999999999999999,0.006181015452538652
fixed::alignscore,0.16,0.005598455598455588
fixed::alignscore,0.18,0.010137457044673526
fixed::alignscore,0.19999999999999998,0.016383307573415763
fixed::alignscore,0.22,0.03258426966292133
fixed::alignscore,0.24,0.04144144144144145
fixed::alignscore,0.26,0.048513674197384074
fixed::alignscore,0.28,0.05938189845474613
fixed::alignscore,0.30000000000000004,0.07394438722966014
fixed::alignscore,0.32,0.08822393822393822
fixed::alignscore,0.34,0.10645454545454544
fixed::alignscore,0.36000000000000004,0.11648068669527896
fixed::alignscore,0.38,0.11934959349593496
fixed::alignscore,0.4,0.1231839258114374
fixed::alignscore,0.42000000000000004,0.12442972774098604
fixed::alignscore,0.44,0.13061797752808987
fixed::alignscore,0.46,0.13640026863666888
fixed::alignscore,0.48000000000000004,0.14230521571152607
fixed::alignscore,0.5,0.15234857849196537
fixed::alignscore,0.52,0.16024955436720145
fixed::alignscore,0.54,0.16817401259301662
fixed::alignscore,0.56,0.1719094922737307
fixed::alignscore,0.5800000000000001,0.17890250399573787
fixed::alignscore,0.6,0.18439752832131823
fixed::alignscore,0.62,0.18698903290129612
fixed::alignscore,0.64,0.19290197971994208
fixed::alignscore,0.66,0.19658239700374533
fixed::alignscore,0.68,0.20018181818181818
