protocol,seed,rotation,beta,val_auroc,val_ms
A,11,9,1.6,0.5305579678679982,47.08226555879627
A,11,9,2.4,0.529304661903446,47.07005105601348
A,11,9,3.2,0.529304661903446,47.07005105601348
A,23,0,0.0,0.7437824465869491,170.59448226587978
A,23,0,0.1,0.7754899371133078,101.95161372450038
A,23,0,0.2,0.7480138371041644,88.16661961497235
A,23,0,0.4,0.7203269295242352,77.50378551811433
A,23,0,0.6,0.5666964675762717,68.5865891436564
A,23,0,0.8,0.5205067509219656,63.03715813610913
A,23,0,1.2,0.5362741412766303,62.40397412180662
A,23,0,1.6,0.5383111011774746,62.15678514667954
A,23,0,2.4,0.5366348000121913,62.13985481334501
A,23,0,3.2,0.5366348000121913,62.13985481334501
A,23,1,0.0,0.7288667043850234,169.89201917348507
A,23,1,0.1,0.7825994997911391,98.37687596955386
A,23,1,0.2,0.7717043585852443,87.30485380953324
A,23,1,0.4,0.7673341405766678,80.08518188643619
