kind,subset,size,auroc,auroc_sd,ms,ms_det
feat,bm25_mean3|entity_coverage|year_count|conflicting_value_rate,4,0.7746673702988293,0.0026715392887780125,125.12800021514434,100.77320074033331
feat,bm25_mean3|entity_coverage|conflicting_value_rate,3,0.7701176413212499,0.003903683885291494,124.35089139495567,99.99884111025152
feat,structured_source_line_ratio|entity_coverage|entity_value_colocation|year_count,4,0.7677407572164583,0.002412179866899604,156.49334680174363,132.13943029886718
feat,structured_source_line_ratio,1,0.7675557154890413,0.004243474914462758,148.8033031462056,124.45774717620827
feat,structured_source_line_ratio|entity_value_colocation|year_count,3,0.7671658762080992,0.0032227774507399298,149.37912696579343,125.03106437194813
feat,structured_source_line_ratio|entity_coverage|entity_value_colocation|year_count|conflicting_value_rate,5,0.767141652204996,0.002542775330798925,160.35040731448072,135.99930696763897
feat,structured_source_line_ratio|entity_value_colocation,2,0.7667820612137429,0.0043478815129253485,156.7689430573459,132.41589796090295
feat,structured_source_line_ratio|entity_value_colocation|year_count|conflicting_value_rate,4,0.7666996325100612,0.0030516359137604783,151.78608529720697,127.43589191337495
feat,bm25_mean3|entity_coverage,2,0.7666893345601792,0.0036746099293219242,132.37920399237174,108.02724288220877
feat,structured_source_line_ratio|entity_coverage|entity_value_colocation,3,0.7665520135268773,0.003210043637279683,167.18624871236574,142.84066913741145
feat,structured_source_line_ratio|entity_coverage|year_count|conflicting_value_rate,4,0.7661424184198271,0.0034237145136865855,159.86862169294955,135.52147138667607
feat,structured_source_line_ratio|entity_value_colocation|conflicting_value_rate,3,0.7658695833572952,0.0038563970417029316,159.8322764115979,135.48235087921665
feat,structured_source_line_ratio|entity_coverage|entity_value_colocation|conflicting_value_rate,4,0.7653471646668402,0.0027260997271879705,166.73471744164627,142.38341944731786
feat,structured_source_line_ratio|year_count,2,0.7653001600086601,0.004308708341762506,144.74253585940423,120.4027553808565
feat,structured_source_line_ratio|entity_coverage,2,0.7652070330515421,0.0029127183577621774,162.77412830979466,138.42807135552988
feat,structured_source_line_ratio|conflicting_value_rate,2,0.765085163171622,0.003704874661406034,162.08123677653222,137.73521107778643
feat,bm25_mean3|entity_coverage|year_count,3,0.7646767041373345,0.0033495418814598866,126.98837731474438,102.63369022888712
feat,structured_source_line_ratio|entity_coverage|conflicting_value_rate,3,0.7645323326872095,0.004091965584636774,168.8187602472154,144.46342805510943
feat,structured_source_line_ratio|entity_coverage|year_count,3,0.7645296799714038,0.003485876392379416,156.53039256016942,132.18241675425836
feat,structured_source_line_ratio|year_count|conflicting_value_rate,3,0.7642940900536408,0.0045948274435615895,151.04324014243682,126.69432771025663
feat,entity_coverage,1,0.7596982754246319,0.0017580449235825519,179.78406909916862,155.4397916953964
feat,entity_coverage|entity_value_colocation,2,0.7577873869424364,0.0023783976274806043,182.58170216695396,158.24428611004475
